podcast,label,clean_text,title,release_date
CNA Deep Dive,1,ministry health looking curb excessive issuance medical certificates mcs especially telemedicine doctors following feedback employers government agencies deeper issue outdated needing proof illness trust work better steven chia crispina robert chat dr shravan verma cofounder ceo speedoc christine chan senior professional institute human resource professionals chief human resource officer nudgyt omnystudiocomlistener privacy information,Why do employers still need MCs as proof of illness?,2024-05-23
CNA Deep Dive,1,newly appointed prime minister lawrence wong announced cabinet lineup ahead inauguration didnt pick g peer deputy paps game plan heads general election assistant professor walid jumblatt zulkifli baharudin nominated member parliament tell steven chia crispina robert moves strategicsee omnystudiocomlistener privacy information,PM Lawrence Wong's Cabinet lineup is geared towards the next General Election,2024-05-16
CNA Deep Dive,1,second issue falling fertility rates singapore minister indranee rajah gives steven chia crispina robert inside look financial incentives matter help business owner father mark lee gives input toosee omnystudiocomlistener privacy information,Government is determined to work on Singapore's low fertility rate - Indranee Rajah,2024-05-08
CNA Deep Dive,1,singapores total fertility rate fallen historic low citizens arent having children sustain population numbers money spent encourage procreation doesnt work steven chia crispina robert talk whats causing decline dr norman li psychology professor singapore management university mother holly fangsee omnystudiocomlistener privacy information,Falling fertility rate: Why incentives aren’t working,2024-05-02
CNA Deep Dive,1,come dec companies singapore process place staff ask formal flexible work arrangements major talking point centred balancing business realities employee needs steven chia crispina robert cut weeds gan siow huang minister state manpower education aslam sardar ceo institute human resource professionals tan wan ting founder ceo digital marketing agency weave asiasee omnystudiocomlistener privacy information,"Flexible work guidelines: How useful are they, and what will they mean for employees and bosses?",2024-04-26
CNA Deep Dive,1,episode brandnew cna podcast called deep dive hosts steven chia crispina robert talk sports singapore sporting infrastructure changed joseph schooling won gold national swimmer mark chay ceo sport singapore alan goh guests previously called heart matter deep dive hosted steven chia crispina robertsee omnystudiocomlistener privacy information,Can Singapore produce another Olympic gold medallist?,2024-04-25
CNA Deep Dive,1,favourite news podcast heart matter returns new season brand new look sound called deep dive hosted steven chia crispina robert podcast continues fresh perspectives hottest newssee omnystudiocomlistener privacy information,A message to our listeners,2024-04-24
CNA Deep Dive,1,australia latest country propose legislation right workers disconnect office hours changing work patterns availability produced issues like burnout legislation create problems companies effect important shift singapores work culture steven chia moderates discussion raj joshua thomas lawyer nominated member parliament dr brandon koh organisational psychologist singapore university social sciences dr jaclyn lee chief human resources officer certis groupsee omnystudiocomlistener privacy information,Would a 'right to disconnect' law work in Singapore?,2024-03-28
CNA Deep Dive,1,feedback littering offences increased ratrelated problems rise coffee shop toilets continue rate poorly plans increase surveillance shame litterbugs work long singapore rely army cleaners steven chia speaks andrew khng chairman public hygiene council dr serene koh director behavioural insights team rosie ching principal lecturer statistics singapore management universitysee omnystudiocomlistener privacy information,What will it take for people to stop littering and keep toilets clean?,2024-03-21
CNA Deep Dive,1,character citizenship education cce lessons singapore schools came public scrutiny recently discussions israelhamas war contentious issues discussed classrooms skills teachers need navigate children increasingly polarised world steven chia explores dr thavam kanagaratnam master specialist cce branch education ministry philibert leow principal jurongville secondary school clinical psychologist dr annabelle chowsee omnystudiocomlistener privacy information,How can teachers help kids understand controversial topics?,2024-03-14
CNA Deep Dive,1,batch residents moved singapores newest hdb town complained lack shops poor internet connection condensation issues centralized cooling kind residential estate teething problems expected building new town buyers expectations changed woo jun jie lee kuan yew school public policy national university singapore nicholas mak real estate analyst discuss steven chiasee omnystudiocomlistener privacy information,Tengah woes: Legitimate concerns or normal teething problems?,2024-03-07
CNA Deep Dive,1,recently announced casual racism allegations investigated disciplinary breaches police force guidelines clear cut grey areas organisations deal dr mathew mathews head institute policy studies social lab aamir bana undergraduate yalenus college jerviel lim head people culture tatsu works honest conversation deal casual racism society workplacessee omnystudiocomlistener privacy information,Education and awareness matters more in dealing with casual racism,2024-02-29
CNA Deep Dive,1,theres worrying rise number young people arrested drug abuse youngest just years old says central narcotics bureau despite singapores zero tolerance drugs years intensive messaging liberal attitudes young people appear stubbornly sticky cannabis choice drug antidrug messaging tailored better suit generation thats consuming largely social media diet otelli edwards finds dr lambert low deputy chief department addiction medicine institute mental health ravindran nagalingam board member national council drug abuse tham yuen han clinical director care community servicessee omnystudiocomlistener privacy information,Is Singapore's anti-drug messaging resonating with our young?,2024-02-22
CNA Deep Dive,1,significant topups skillsfuture credits ite students getting incentives upskill budget shift kind society new fourth generation g leadership wants shape steven chia gets views terence ho associate professor lee kuan yew school public policy professor lawrence loh director centre governance sustainability national university singapore omnystudiocomlistener privacy information,Budget 2024: Is this a blueprint for a new Singapore?,2024-02-17
CNA Deep Dive,1,number retrenchments went workers facing brunt volatile business environment kind help workers need whats budget wishlist steven chia speaks cheng hingnan lead coach workforce singapore gerald tan projects director avodah solutions lai yong liang urban farmer grobrixsee omnystudiocomlistener privacy information,What support do workers want from Budget 2024?,2024-02-07
CNA Deep Dive,1,countries yearolds singapore topped pisa table reading math science important metrics world social creative skills critical artificial intelligence taking centre stage steven chia gets answers liew wei li directorgeneral education ministry education associate professor jason tan national institute education parent lecturer ian tan omnystudiocomlistener privacy information,"Singapore students rank top in math and science, but how useful is this in a changing world?",2024-02-01
CNA Deep Dive,1,ecommerce giant lazadas retrenchment exercise resulted criticism handled including lack consultation union role unions play companies need let employees happens employers dont fulfill tripartite obligations steven chia sits patrick tay assistant secretarygeneral national trades union congress sim gim guan executive director singapore national employers federation omnystudiocomlistener privacy information,Lazada layoffs - How far can unions help workers?,2024-01-22
CNA Deep Dive,1,commuters expressed frustration land transport authority announced ezlink nets flashpay cards used buses trains june shift simplygo difference payment types authorities better communicate change steven chia gets answers sumit agarwal professor school business national university singapore walter theseira heads urban transportation programme singapore university social sciencessee omnystudiocomlistener privacy information,Why are commuters unhappy over the SimplyGo switch?,2024-01-18
CNA Deep Dive,1,patients reported waiting days bed public hospital health experts say biggest reason issues transiting proper care discharge otelli edwards speaks public health specialist dr jeremy lim dukenus medical schools dr david matchar jeremy lee assistant chief operating officer national university hospital omnystudiocomlistener privacy information,"Hospital bed crunch: If more beds isn't the solution, what is?",2024-01-11
CNA Deep Dive,1,episodes archives look scourge scams singapore increasing sophistication fraudsters public education banks pay losses liability fairly decided steven chia speaks jansen chow cohead fraud asset recovery investigations practice rajah tann law firm assistant professor nydia remolina singapore management universitys yong pung school law ho geer mother lost s scamsee omnystudiocomlistener privacy information,Best of: Scam losses - Who should bear the responsibility?,2023-12-21
CNA Deep Dive,1,second episodes archives explore bad actors operate money laundering crimes property agents bank staff separate legitimate transaction shady makes type crime especially tough crack steven chia speaks adam maniam director dispute resolution law firm drew napier associate professor soh kee hean singapore university social sciences director cpib fabrizio fioroni adviser antimoney launderingcounter financing terrorism united nations office drugs crimesee omnystudiocomlistener privacy information,Best of: Money laundering busts - Regulators have to constantly play catch up,2023-12-13
CNA Deep Dive,1,episodes archives ask teenagers young interested extremist religious content online games trend family members spot red flags steven chia speaks dr omer ali saifudeen singapore university social sciences dr mohamed ali cochairman counsellor religious rehabilitation group nicholas khoo cofounder chairman singapore cybersports online gaming association omnystudiocomlistener privacy information,Best of: How does a young person become radicalised?,2023-12-07
CNA Deep Dive,1,lease renewed raffles town club latest line private clubs land repurposed government uses aside land restraints future clubs like singapore generational aspirations changing steven chia speaks desmond tay president club managers association singapore jean low ceo social club chief research officer mogulsg nicholas maksee omnystudiocomlistener privacy information,Are country clubs becoming irrelevant in land-scarce Singapore?,2023-11-30
CNA Deep Dive,1,recent cna investigation showed easy kids dating apps chat strangers online making vulnerable sexual predators greater legislation protect children parents prevent children victims steven chia speaks shem yao manager digital wellness touch wellness group jiow hee jhee associate professor programme leader singapore institute technology marilyn low parent coach mothersee omnystudiocomlistener privacy information,Online grooming of kids: What stronger safeguards are needed?,2023-11-23
CNA Deep Dive,1,groceries electricity water prices singaporeans feeling pinch inflation stays stubbornly high sandwiched generation hit hard lowerincome group far government support otelli edwards gets answers ong eecheng senior lecturer nus ava gao parenting coach mum loh yong cheng lead advisory team providendsee omnystudiocomlistener privacy information,Do high cost of living concerns in Singapore affect everyone the same way?,2023-11-16
CNA Deep Dive,1,recent cna commentary dr william wan singapore kindness movement argued regulation dealing inconsiderate behaviour public transport drew strong reaction readers people behave badly public space stops confronting michelle tay director singapore kindness movement associate professor ho kong chong head urban studies yale nus college weeks guestssee omnystudiocomlistener privacy information,Inconsiderate behaviour on public transport: Why do some act this way?,2023-11-09
CNA Deep Dive,1,according forward sg report people want just material success life idea good life evolved impact way country governed steven chia gets answers june yong lead insights focus family mother dr mathew mathews head ips social lab ho ching wee yearold software developersee omnystudiocomlistener privacy information,"If we don't want the 5Cs, what's the new Singapore dream?",2023-11-02
CNA Deep Dive,1,recent dbs citibank outage october left people unable pay transactions draw money atms goes critical banking infrastructure goes black data centres really revert carrying cash steven chia gets answers dr patrick thng director masters programme financial technology analytics singapore management university ashish kakar research director idc financial insights asia pacificsee omnystudiocomlistener privacy information,Bank outages: Are there gaps in the system?,2023-10-26
CNA Deep Dive,1,young people aged elderly groups showing greatest signs mental health distress singapore triggers journey seek help like steven chia speaks yearold university student rae yearold father teenagers mak kean loong senior clinical psychologist chris wong episode heart matter discusses suicide ideation listener discretion advised help samaritans singapore hotline institute mental healths helpline singapore association mental health helpline list international helplines know immediate risk hour emergency medical servicessee omnystudiocomlistener privacy information,Why people struggle with mental health issues in Singapore,2023-10-19
CNA Deep Dive,1,singapore residents exceeded recommended salt intake daily calorie intake according latest national nutrition survey findings people risk obesity hypertension food paradise like singapore deliver delicious food salty busy lifestyles making harder people eat better steven chia speaks dr kalpana bhaskaran president singapore nutrition dietetics association clinical dietitian parkway medicentre candy goh terence koh father lost kg months newborn sonsee omnystudiocomlistener privacy information,Can Singapore kick its addiction to delicious but unhealthy food?,2023-10-12
CNA Deep Dive,1,decade child abuse cases involving neglect physical sexual abuse gone high profile cases court involved death young children steven chia gets answers works cases slip soh ying si deputy manager melrose home yogeswari munisamy senior principal social worker ministry social family development c amutha deputy head punggol family service centresee omnystudiocomlistener privacy information,Child abuse deaths: Are there gaps in the system?,2023-10-05
CNA Deep Dive,1,premiums certificate entitlement coe soaring larger cars people simply idea owning cars need convenience having vehicle ferry children elderly options steven chia gets answers julian kho general manager sgcarmart toh ting feng ceo founder getgo lim chong tee cofounder startup father fourmonth old babysee omnystudiocomlistener privacy information,High COEs:  Can families do without a car?,2023-09-28
CNA Deep Dive,1,scourge scams continues unabated singapore nearly people falling victim months year increasing sophistication fraudsters public education banks pay losses liability fairly decided steven chia speaks jansen chow cohead fraud asset recovery investigations practice rajah tann law firm assistant professor nydia remolina singapore management universitys yong pung school law ho geer mother lost s scamsee omnystudiocomlistener privacy information,Scam losses: Who should bear the responsibility?,2023-09-21
CNA Deep Dive,1,videos kinderland teachers allegedly mistreating young charges went viral year challenges teachers face classroom management rules guidelines applied ground steven chia puts questions caroline seng director professional development standards early childhood development agency cara lee deputy director anglican preschool services fiona cher mother preschool childrensee omnystudiocomlistener privacy information,How can preschool educators get classroom management right?,2023-09-14
CNA Deep Dive,1,mr tharman shanmugaratnam ended presidential race landslide victory cent political analysts expressed surprise calling win unthinkable remarkable results say singaporean voter thinks lessons political parties draw mr tharmans win look ahead general election steven chia breaks walid jumblatt abdullah assistant professor nanyang technological university eugene tan associate professor law singapore management universitysee omnystudiocomlistener privacy information,Presidential Election: What do voters think about politics in Singapore?,2023-09-05
CNA Deep Dive,1,news broke billiondollar money laundering case singapore questions bad actors operate property agents bank staff separate legitimate transaction shady makes type crime especially tough crack steven chia speaks adam maniam director dispute resolution law firm drew napier associate professor soh kee hean singapore university social sciences director cpib fabrizio fioroni adviser antimoney launderingcounter financing terrorism united nations office drugs crimesee omnystudiocomlistener privacy information,Money laundering busts: Regulators have to constantly play catch up,2023-08-30
CNA Deep Dive,1,new hdb flats classified standard plus prime year dropping decadeslong mature nonmature categorisation increased subsidies tighter restrictions impact property market home ownership aspirations change affordable steven chia chats christine sun senior vice president research analytics orangetee tie nicholas mak chief research officer real estate platform mogulsg sarah lin yearold successfully balloted flat seven triessee omnystudiocomlistener privacy information,New BTO framework: Will moving up the property ladder get harder?,2023-08-24
CNA Deep Dive,1,attrition rate nurses stabilised postcovid fast greying population hunt solid pipeline nursing talent continues aside better salaries concerns high home rentals allowing foreign nurses bring families addressed senior parliamentary secretary health mdm rahayu mahzam group chief nurse national healthcare group yong keng kwang ceo recruitment agency people services jordache keith share thoughts steven chiasee omnystudiocomlistener privacy information,What will it take to attract and retain good nurses in Singapore?,2023-08-17
CNA Deep Dive,1,described intractable problem transportation migrant workers worksites issue complex safety business realities common ground steven chia breaks debbie fordyce president migrant rights group transient workers count twc associate professor walter theseira singapore university social sciencessee omnystudiocomlistener privacy information,Workers' safety on lorries: A system of many moving parts,2023-08-10
CNA Deep Dive,1,annual primary registration season parents strategising children choice schools despite tweaks brand schools oversubscribed parental attitudes hard shift meet everyones needs steven chia speaks ong junda father founder sgschoolingcom associate professor jason tan national institute education tan hui min mother twosee omnystudiocomlistener privacy information,Why are parents still gunning for brand name primary schools?,2023-08-03
CNA Deep Dive,1,global music acts arrive small singapore theres mad scramble tickets seats reserved residents resellers charge exorbitant prices taken task does ticketing work heart matter podcast host steven chia gets answers joe ow ceo sistic singapore economist walter theseira singapore university social sciences adelyn aidzil taylor swift fansee omnystudiocomlistener privacy information,Why is it so hard to get concert tickets in Singapore?,2023-07-06
CNA Deep Dive,1,cancelled contracts critical lack drivers spiralling costs parents schools bus companies caught jam questions ferry primary school children challenges school bus play steven chia sits adrian yeap ceo bus company yeap transport alvina chin mums life darry lim spokesman singapore school transport associationsee omnystudiocomlistener privacy information,School buses in Singapore: A dying industry?,2023-06-29
CNA Deep Dive,1,isnt just number road rage incidents make news type angry encounters viral social media punching kicking climbing bonnets ripping licence plates intensity feelings comes road incidents otelli edwards finds pearlene lim senior clinical psychologist promises healthcare clarence lee driver cyclist cycling clubsee omnystudiocomlistener privacy information,What's causing all the ugly rage on Singapore roads?,2023-06-22
CNA Deep Dive,1,senior minister tharman shanmugaratnam announced intends run presidency held months exactly role president bar set high singapore voters want candidates open election steven chia gets answers eugene tan associate professor law singapore management university felix tan associate lecturer nanyang technological university nur ridhuan business analyst voting timesee omnystudiocomlistener privacy information,What do Singapore voters want from their elected president?,2023-06-08
CNA Deep Dive,1,singapores adoption rate cashless payments highest asia pockets population struggle adapt theres present threat scams payment service breakdowns government merchants public steven chia chat faye sai thirdgeneration hawker lawrence chan group ceo nets lim mayann director fair tech institute access partnership omnystudiocomlistener privacy information,"When cash is no longer king for payments, who gets left behind?",2023-06-01
CNA Deep Dive,1,humiliating defeat young lions malaysia recent sea games renewed calls football association singapore fas ails sport coaching lack talent parents pick academics sports steven chia noholds barred conversation acting president fas bernard tan sprg general manager edwin yeo sports journalist philip gohsee omnystudiocomlistener privacy information,Can Singapore football make fans roar with pride once again?,2023-05-25
CNA Deep Dive,1,recent statistics released central narcotics bureau clear trend cent caught cannabis use perceptions cannabis young hard scrub harmful drugs celebrities use countries legalise used medical reasons steven chia plays moderator yearold copywriter kimberley jeremiah puts burning questions dr melvyn zhang consultant national addictions management service institute mental health firdaus daud national council drug abusesee omnystudiocomlistener privacy information,Why do young people think cannabis is a less harmful drug?,2023-05-18
CNA Deep Dive,1,bid curb cost cancer treatment singapore government announced approved drug list costeffective drugs claimed national insurance schemes cost treatment spiral thanks rising insurance premiums people paying new drug list shifted things worry dont insurance steven chia speaks associate professor ravindran kanesvaran chairperson singapore cancer societys cancer treatment fund committee evelyn goh deputy ceo chief advisory officer providend gina ho yearold general manager cancer survivorsee omnystudiocomlistener privacy information,Is the cost of treating cancer in Singapore still too high?,2023-05-11
CNA Deep Dive,1,latest round property cooling measures announced apr stood cent additional buyers stamp duty absd foreigners looking buy singapore form small fraction entire group buyers big impact general market moves considered preemptive stop foreigners sinking roots singapore steven chia speaks dr lee nai jia head real estate intelligence data software solutions propertyguru group aric lim real estate consultant huttons asiasee omnystudiocomlistener privacy information,Singapore's latest property cooling measures: Who does it impact and how?,2023-05-04
CNA Deep Dive,1,options confronting parents special needs children complete formal schooling singapore dismal leading stay home burden caregivers increase gaps needs steven chia sits bernard chew st andrews autism centre ceo clement phua neo father yearold son intellectual disability jean loo deputy director advocacy community engagement rainbow centersee omnystudiocomlistener privacy information,18 and out of school: Who can help with lifelong support for special needs kids?,2023-04-27
CNA Deep Dive,1,kick season heart matter host steven chia gets heart takes singapore citizen does proficient english matter markers matter guests yorlin ng chief operating officer momentum works applying citizenship dr gwee li sui poet graphic artist literary criticsee omnystudiocomlistener privacy information,Should passing an English test be a basic requirement for Singapore citizenship?,2023-04-20
CNA Deep Dive,1,caring patients day meeting global experts night racing time workable vaccine ground ncid executive director professor leo yeesin dukenus medical school professor ooi eng eong recall working roundtheclock frontlines battle covid share highs lows fog war cnas otelli edwardssee omnystudiocomlistener privacy information,"NCID chief and vaccine expert on long days, missed meals and flying in a fog during COVID-19 fight",2023-03-30
CNA Deep Dive,1,started collapse silicon valley bank followed swiftly emergency rescue beleagued credit suisse ubs does bank bust drives panic fear leads bank run happen singapore steven chia gets answers sumit agarwal low tuck kwong professor school business national university singapore thilan wickramasinghe head research singapore regional head financials maybank investment banking groupsee omnystudiocomlistener privacy information,Can a bank go bust in Singapore?,2023-03-23
CNA Deep Dive,1,cases family violence reported singapore bystanders called authorities complain party noises hesitate suspect abused say steven chia speaks marcus lim head touch family support psychiatrist dr joseph leong promises healthcare mohamed fareez deputy director amkfsc community servicessee omnystudiocomlistener privacy information,Why don't neighbours raise the alarm on family violence?,2023-03-16
CNA Deep Dive,1,just decade number malls singapore doubled usually set list tenants anchor retailer supermarket pharmacy floors eateries malls look need better steven chia speaks associate professor lynda wee nanyang business school winnie chan founder ceo bynd artisan retail outletssee omnystudiocomlistener privacy information,Are Singapore's cookie-cutter malls a bad thing?,2023-03-09
CNA Deep Dive,1,teenagers young interested extremist religious content online games trend family members spot red flags steven chia speaks dr omer ali saifudeen singapore university social sciences dr mohamed ali cochairman counsellor religious rehabilitation group nicholas khoo cofounder chairman singapore cybersports online gaming association omnystudiocomlistener privacy information,How does a young person become radicalised?,2023-03-02
CNA Deep Dive,1,anglo chinese school primary moving barker road upcoming tengah estate start significant reduce elitism social inequality singapore socalled elite schools follow suit steven chia puts questions ian tan acs alumni dr teng siao national institute education written education reforms singapore clarence ching founder access singaporesee omnystudiocomlistener privacy information,ACS move: The start of dismantling closed circles?,2023-02-23
CNA Deep Dive,1,did valentines day budget help help really needed steven chia asks associate professor walter theseira entrepreneur mother dawn cher kurt wee president association small medium enterprises handouts cpf changes baby bonuses grants homeowners businessessee omnystudiocomlistener privacy information,Budget 2023: A further rebalancing of Singapore society?,2023-02-16
CNA Deep Dive,1,budget announced tuesday feb deputy prime minister finance minister lawrence wong dangled prospect valentines day present singaporeans does average citizen hope benefit heart matter podcast steven chia asks guests generation wish list guests benny koh june yong william wan omnystudiocomlistener privacy information,"Budget 2023 wish list: A home, sooner rather than later, and help with healthcare costs",2023-02-09
CNA Deep Dive,1,median salary figures large gap graduate degrees polytechnic ite diplomas era skills prized salaries kept pace just perception steven chia speaks mark li head client solutions randstad singapore christine kunasekaran sales operations analyst hewlettpackard enterprise ite graduate wong kai xian temasek polytechnic graduate omnystudiocomlistener privacy information,Do university graduates deserve to be paid double that of ITE grads?,2023-02-02
CNA Deep Dive,1,singapores consumption sugar salt recommended global limits making sick government introducing measures curb new labels drive use alternatives away joy delicious local food food labels work steven chia speaks jaclyn reutens dietitian aptima nutrition damian dsilva masterchef singapore judge owner rempapa omnystudiocomlistener privacy information,Can a food-loving nation consume less salt and sugar?,2023-01-26
CNA Deep Dive,1,resounding yes say guests scale accessibility sophistication underline fundamental problems current education change way students learn teachers teach test steven chia speaks toby walsh professor artificial intelligence jonathan sim teaches national university singaporesee omnystudiocomlistener privacy information,Is ChatGPT the start of a big revolution in education?,2023-01-19
CNA Deep Dive,1,overloaded sockets cheap batteries cluttered homes factors driving fires homes whats missing understanding safety responsible steven chia speaks benedict koh president safety managers association singapore yong teck meng director habitat humanity singapore tang kok zuea lecturer nus college design engineeringsee omnystudiocomlistener privacy information,Deadly residential fires: Is stricter enforcement needed?,2023-01-12
CNA Deep Dive,1,young people embracing new way working making thousands dollars content creators youtube instagram tiktok onlyfans ecosystem feeding new generation want earn quick cash eschew traditional ninetofive job steven chia gets answers joanne liew chief studios content officer gushcloud nicholas lim s r nathan school human development singapore university social sciencessee omnystudiocomlistener privacy information,From YouTube to OnlyFans: Is making quick money a bad thing?,2022-12-01
CNA Deep Dive,1,need increase social protections platform workers clear things complicated comes pays work way sustainable stakeholders steven chia gets answers mathew mathews head ips social lab associate professor walter theseira singapore university social sciences jason parke president digital platforms industry association hasteven yearold platform ridersee omnystudiocomlistener privacy information,CPF for platform workers: Should customers foot part of the bill?,2022-11-24
CNA Deep Dive,1,number people caught vaping tripled use ecigarettes entrenched just young attracted lower costs different flavours adults convinced harmful compared cigarettes does research say arent current enforcement measures working steven chia speaks associate professor bibhas chakraborty dukenus medical school sean ang smoking cessation specialist sarah vapes omnystudiocomlistener privacy information,Should Singapore regulate vaping instead of banning it?,2022-11-17
CNA Deep Dive,1,speech years peoples action party central executive committees meeting pm lee hsien loong said singaporeans ways voting opposition keeping pap government power likely reality soon come pass does opposition need win stronger mandate steven chia gets views jaian chong associate professor national university singapore walid jumblatt abdullah assistant professor nanyang technological university yearold political science student jaye seah omnystudiocomlistener privacy information,"Could the PAP lose power one day and if so, what then?",2022-11-10
CNA Deep Dive,1,monetary authority singapore mas issued fresh round regulations restrict retail investors investing calls highly risky product cryptocurrency dangerous average investor does sit singapores position fintech hub steven chia speaks zann kwan cofounder ceo bitcoin exchange ben charoenwong assistant professor national university singapore business schoolsee omnystudiocomlistener privacy information,Why has cryptocurrency gone from rock star to rocky ride?,2022-11-03
CNA Deep Dive,1,latest marriage parenthood survey half singles surveyed said currently dating cent dated technology making things worse expectations changed fear commitment steven chia speaks violet lim ceo lunch actually yearold students vanessa chan alan prefers anonymoussee omnystudiocomlistener privacy information,Why aren't young Singaporeans dating?,2022-10-27
CNA Deep Dive,1,nationwide health plan aims fundamentally shift way look healthcare singapore burdens general practitioners bear costs peoples behaviour change steven chia speaks professor benjamin ong director medical services ministry health dr raymond ong doctor dr chua hshan cher medical director phoenix medical groupsee omnystudiocomlistener privacy information,What will it take for the ambitious Healthier SG plan to work?,2022-10-20
CNA Deep Dive,1,latest round property cooling measures announced singapore raised questions affordability hdb flat home ownership asset host steven chia joined chua beng huat professor social sciences urban studies yalenus college walter theseira associate professor economics singapore university social sciences property agent jooann taysee omnystudiocomlistener privacy information,Can Singapore’s red-hot property market be cooled?,2022-10-13
CNA Deep Dive,1,long wait times big difference cost private public services lack trained professionals critical issues facing tackle mental health issues otelli edwards speaks dr soo shuenn chiang head psychiatry alexandra hospital senior consultant nuh asher low executive director limitless nonprofit organisation works young people chow yen lu founder rainbow parent lost child suicide omnystudiocomlistener privacy information,Is the mental health care system in Singapore overwhelmed?,2022-10-06
CNA Deep Dive,1,big names like netflix paypal tesla shed jobs cooled offers home conglomerate sea limited run rough waters management suspending salaries whats going growth costs come home roost does mean tech jobs singapore otelli edwards speaks yorlin ng chief operating officer momentum works assistant professor ng weiyi nus business school omnystudiocomlistener privacy information,Shopee job cuts: Are tech companies in trouble?,2022-09-29
CNA Deep Dive,1,new overseas networks expertise pass pass plans draw rainmakers globally different visas need talent help singaporean workers steven chia gets answers manpower minister tan leng cofounder carousell marcus tan jaya dass managing director permanent recruitment asia pacific randstadsee omnystudiocomlistener privacy information,Hunt for global talent: Why can't Singaporeans fill top jobs?,2022-09-22
CNA Deep Dive,1,news broke orto leisure park yishun make way housing residents expressed sadness disappointment asked building flats spaces matter community steven chia puts questions dr woo jun jie senior research fellow institute policy studies dr liu thai ker chief plannersee omnystudiocomlistener privacy information,Removing parks for homes: Is land use in Singapore a case of conflicting needs?,2022-09-15
CNA Deep Dive,1,viral videos students displaying poor discipline classrooms beating fellow classmates rounds recently things gotten worse teachers better supported steven chia speaks dr wong hwei ming senior research scientist national institute education ryan ong yearold university student founder catalyst collective sarah exteacher requested anonymitysee omnystudiocomlistener privacy information,Why are students behaving so badly in and out of class?,2022-09-08
CNA Deep Dive,1,olympic medalist joseph schooling fellow swimmer amanda lim admitted cannabis use said easy just weed singapores strict zerotolerance approach case swimming tide liberal attitudes finally does signal end schoolings sporting career steven chia gets answers nicholas fang managing director black dot consultancy eugene tan associate professor law singapore management university dr omer ali saifudeen senior lecturer singapore university social sciences cnb officer omnystudiocomlistener privacy information,Swimming against the tide on Joseph Schooling’s confession of cannabis use,2022-09-01
CNA Deep Dive,1,prime minister lee hsien loongs announcement repealing section years national day rally widely anticipated matters messier clearer make things worse key stakeholders involved steven chia rakes gillian koh deputy director research institute policy studies terence ho associate professor practice lee kuan yew school public policy associate professor law singapore management university eugene tan omnystudiocomlistener privacy information,377A repeal: How could it become a messy affair?,2022-08-25
CNA Deep Dive,1,workplace accidents news numbers climbing whats driving trend companies cutting corners deeper issue safety culture steven chia gets answers akbar kader managing director nan guan construction dipa swaminathan founder charity itsrainingraincoats chong kee sen emeritus president institution engineerssee omnystudiocomlistener privacy information,Rising worker deaths: Is there a poor safety culture? | EP 6,2022-08-18
CNA Deep Dive,1,forward singapore exercise launched dpm lawrence wong review refresh social compact singapore faces new postpandemic future exactly social compact hard truths tough conversations need steven chia gets unfiltered views generations singaporeans ambassador large professor tommy koh president ppis hazlina halim yearold university student laura simsee omnystudiocomlistener privacy information,‘Singapore is snobbish': Tommy Koh says confronting society's flaws is needed for new social compact,2022-08-12
CNA Deep Dive,1,millions dollars change hands day online platforms singapore theres ugly thriving ecommerce ecosystem shown couple allegedly cheated people luxury items tune s million does happen motivates sellers cheat makes believe steven chia gets ins outs scammer insights clinical psychologist annabelle chow carousells policy escalation manager jessica chen omnystudiocomlistener privacy information,I preyed on people's emotions: An ex-scammer on how e-commerce scams happen,2022-08-05
CNA Deep Dive,1,recently school staff reprimanded using discriminatory information lgbtq community sexuality education talk sexuality education critical generation lives online taught teach steven chia puts uncomfortable questions associate professor jason tan national institute education educational psychologist hayley su junel seet started shysg provide factbased information sexual health young peoplesee omnystudiocomlistener privacy information,Sexuality education in Singapore: A tale of conflicting needs?,2022-07-29
CNA Deep Dive,1,week certificate entitlement coe premium hit record s open category episode pop hood explore whats driving demand remains relevant people just accept high cost cars steve chia speaks assistant professor terence fan singapore management university arthur wong managing director acm automobiles aaron tan ceo startup carro online car marketplacesee omnystudiocomlistener privacy information,COE at an all-time high: Is the system due for a change?,2022-07-22
CNA Deep Dive,1,singapores core inflation hit year high factors driving rising costs control things worse average household impending gst hike offsets help government host steven chia gets answers associate professor walter theseira singapore university social sciences selena ling head treasury research strategy ocbc bank omnystudiocomlistener privacy information,High inflation in Singapore: Why is it biting us harder this time?,2022-07-15
CNA Deep Dive,1,workers party facing toughest political test reputation greater damage raeesah khan saga storms weathered premature count singapores main opposition party lin suling speaks gillian koh deputy director research institute policy studies eugene tan associate professor law singapore management universitysee omnystudiocomlistener privacy information,Is the Workers' Party in crisis? Aftermath of COP report,2022-02-17
CNA Deep Dive,1,big announcement expected friday feb goods services tax gst raised lightning rod tool governments revenue kit value people impacted offsets like gst vouchers sufficiently aid lowincome families lin suling puts burning questions simon poh associate professor nus business school ajay kumar sanganeria head tax kpmg singapore terence ho associate professor lee kuan yew school public policysee omnystudiocomlistener privacy information,"GST, wealth and other taxes – why now and what impact will it have on businesses and families?",2022-02-10
CNA Deep Dive,1,younger singaporeans stronger different views older generation race yalenus student cohost adriel yong lin suling talk institute policy studies mathew mathews podcast host sabrina shiraz sap schools ethnic integration policy workplace discrimination true multiracial singapore look like omnystudiocomlistener privacy information,SAP schools and ethnic quotas in HDB estates: Are race relations in Singapore stuck in a time warp?,2022-02-03
